16384,0.49995
16386,0.5
8195,0.5
8197,0.5
8198,0.5
16391,0.5
16393,0.463050652051
16394,0.5
16395,0.5
16396,0.5005
8204,0
8206,0
16399,0.474288268864
16400,0.501125775731
16401,0.422367013448
16402,0.515623839012
16404,0.5
8213,0.45
16407,0.405
8215,0.5
16408,0.449187671108
8216,0.5
16410,0.5
8219,0.5
8221,0.45
8222,0.5
8223,0.5
8224,0.5
16417,0.5
16418,0.5
16419,0.505045
16420,0.5
8228,0
16422,0.5005
8230,0
8232,0
16425,0.5
16426,0.5
16428,0.500415581754
8239,0.5
8240,0
8241,0.5
16434,0.5
8242,0.55
8245,0.45
8246,0
8247,0.45
8248,0.495
8250,0.5
8254,0
16447,0.405
16448,0
8256,0
16449,0.5
16450,0.5
16453,0.3645
16454,0
16455,0.399349964494
16456,0.422569018947
16458,0.5
16461,0.5
16462,0.5
16464,0.5
8279,0.45
16471,0.5
16472,0
16473,0.505
16474,0.5005
16476,0.5
8285,0.5
16479,0.505
8287,0.45
8288,0
16480,0.5005
16482,0.501355
16488,0.5
8297,0.000808654634961
8303,0.295245
8305,0.49935374105
16497,1.0
16498,0.5
8306,0.5
16500,0.5
8309,1.0
8311,0.506803940726
8312,0.55
8313,0.5025839
8314,0.4930874105
16506,0.5
8323,0.5
8324,0
8329,0.5
8330,0
8331,0.5
8332,0.5
8335,1.0
16529,0.503150178183
8337,0.5
8338,0.55
16531,0.4986878
16532,0.55
8340,0.55
16535,0.5
16537,0.17821342494
16538,0.500638374227
16539,0.45
16540,0.490781795
8351,0.499999999974
16544,0
16546,0
16548,0
8357,0.49954095
8359,0.5
8360,0.495
16553,0.5
16555,0.500001000701
8363,0.45
16556,0.907348990557
16557,0.500358948994
8365,0.45
16558,0.85878523176
8366,0.5
8367,0.5
8368,0.5
16561,0.127093291416
16562,0.55
16563,0.156905298045
16564,0.500005018936
16566,0.500626166578
8375,0.3645
8377,0.5
16570,0
8378,0.499999999948
16572,0
8381,0.405
8383,0.492261813031
8384,0.50000455
8385,0.5
8386,0.499939874105
16579,0.5
16580,0.5
16581,0.603544771604
8389,0.5
16582,0.843094701955
8390,0.55
8391,0.45
16584,0.704755
8392,0.502372340505
8394,0.50025839
16587,0.5
16588,0.55
16590,0.5452540088
8401,0.45
8402,0
8403,0.5
16596,0
8404,0.5
8407,0.45
8408,0
8409,0.50005
8410,0.500005
8412,0.5
16607,0.5
8415,0.5
8416,0.5
16609,0.50005
16610,0.5005
8418,0.5
16611,0.505
16612,0.5
16615,0.5
16616,0.5
16617,0.45
233,1.0
16618,0.5
16620,0.55
8429,0.45
8431,0.5
239,1.0
16624,0
8432,0.499999999971
241,1.0
16626,0
8435,0.2657205
8437,0.45
8438,0.5
8439,0.5
8440,0.5
16633,0.5
16634,0.5
16635,0.512820113706
16636,0.500005
8444,0
16638,0.500494529051
8446,0
8448,0
16641,0.5
16642,0.5
